Time(s),SoundLevel,Temperature,Humidity
0.53,0,0.00,0.00
1.04,0,0.00,0.00
1.55,0,0.00,0.00
2.05,0,0.00,0.00
2.56,0,0.00,0.00
3.07,0,34.70,78.00
3.57,0,34.70,78.00
4.08,0,34.70,78.00
4.59,0,34.70,78.00
