Time(s),SoundLevel,Temperature,Humidity
0.51,0,0.00,0.00
1.01,0,0.00,0.00
1.52,0,0.00,0.00
2.02,0,0.00,0.00
2.52,0,0.00,0.00
3.03,0,0.00,0.00
3.54,0,0.00,0.00
4.05,0,0.00,0.00
4.55,0,0.00,0.00
